230.02	258.47	276.39	249.68	262.06
686.84	772.94	827.2	747.8	786.22
1043	1178	1263.2	1139.7	1200.7
1379.5	1566.4	1684.2	1508.5	1589.8
1614.9	1847.4	1993.9	1769.7	1867.3
1771.2	2031.6	2195.7	1941	2047.9
1812.2	2079.6	2248.1	1987.1	2097.4
1790.8	2054.6	2220.7	1962.1	2069.9
1654.5	1892.1	2041.8	1811.6	1910.7
1375.6	1561.4	1678.5	1503.8	1584.6
1084.4	1222.5	1309.5	1182.6	1244.5
685.39	770.64	824.36	745.42	783.25
238.21	266.72	284.69	257.97	270.41
