4.1001	5.5111	6.3931	5.0311	5.6127
17.637	21.076	23.24	19.833	21.24
25.902	30.808	33.808	29.182	31.233
34.915	40.917	44.535	39.041	41.584
43.141	49.869	53.852	48.063	51.05
49.915	57.028	61.202	55.059	58.144
51.064	58.332	62.601	56.24	59.327
50.511	57.635	61.809	55.618	58.688
44.254	51.05	55.063	49.179	52.177
35.505	41.462	45.04	39.617	42.127
27.527	32.409	35.398	30.801	32.852
17.673	21.063	23.197	19.835	21.24
4.3965	5.7896	6.6705	5.3182	5.8955
